,rainfall,result
0,119.2,34.96503648463949
1,98.3,25.610353595356607
2,67.4,11.779745878665661
3,102.9,27.669279015964328
4,124.1,37.15823965006944
5,78.0,16.524226195718214
6,98.2,25.56559434708253
7,45.6,2.0222297549160544
8,72.6,14.107226788917856
9,61.9,9.317987223591214
10,56.8,7.035265561613095
11,57.2,7.214302554709423
12,71.4,13.570115809628891
13,90.8,22.253409974800554
14,145.4,46.69195953244865
15,130.5,40.022831539610614
16,59.7,8.33328376156144
17,121.3,35.904980698395185
